,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target
ID_57b05a403,ID_57b05a403,0.0,0,5,0,1,1,0,0.0,0,4,4,0,1,1,0,5,5,5,5,3,0.0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,cb6bb28dd,1,4,0,5,.25,11,no,5.25,0,1,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,52,9,2704,25,121,1,2.7777777,0.0625,27.5625,2704,Non Vulnerable
ID_01f1e94b3,ID_01f1e94b3,80000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,cbf24a06c,1,2,0,3,.5,8,no,7.0,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,36,36,1296,9,64,1,2.25,0.25,49.0,1296,Non Vulnerable
ID_0f01e18e9,ID_0f01e18e9,80000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,8,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,cbf24a06c,1,2,0,3,.5,8,no,7.0,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,15,64,225,9,64,1,2.25,0.25,49.0,225,Non Vulnerable
ID_e73a7a162,ID_e73a7a162,80000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,8,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cbf24a06c,1,2,0,3,.5,8,no,7.0,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,37,64,1369,9,64,1,2.25,0.25,49.0,1369,Non Vulnerable
ID_488b8ac27,ID_488b8ac27,90000.0,0,5,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,9,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,922a1f87a,0,2,0,2,no,no,9,11.0,0,0,0,1,0,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,44,81,1936,4,0,0,1.0,0.0,121.0,1936,Non Vulnerable
ID_1f68e9b45,ID_1f68e9b45,90000.0,0,5,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,13,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,922a1f87a,0,2,0,2,no,no,9,11.0,0,0,0,0,0,0,0,1,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,24,169,576,4,0,0,1.0,0.0,121.0,576,Non Vulnerable
ID_e3869ade2,ID_e3869ade2,0.0,0,8,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,8,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,a57a1f2f4,1,2,1,3,2,no,15,15.5,0,0,0,1,0,0,0,0,0,3,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,15,64,225,9,0,1,1.0,4.0,240.25,225,Non Vulnerable
ID_451a7e35a,ID_451a7e35a,0.0,0,8,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,15,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,a57a1f2f4,1,2,1,3,2,no,15,15.5,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,76,225,5776,9,0,1,1.0,4.0,240.25,5776,Non Vulnerable
ID_cf3c3d7ec,ID_cf3c3d7ec,0.0,0,8,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,16,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a57a1f2f4,1,2,1,3,2,no,15,15.5,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,44,256,1936,9,0,1,1.0,4.0,240.25,1936,Non Vulnerable
ID_feda408ee,ID_feda408ee,0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,17,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9b084b23d,0,2,2,2,8,17,no,10.0,0,0,0,0,0,0,0,1,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,69,289,4761,4,289,0,1.0,64.0,100.0,4761,Non Vulnerable
ID_4dd2eaeba,ID_4dd2eaeba,0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,3,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9b084b23d,0,2,2,2,8,17,no,10.0,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,94,9,8836,4,289,0,1.0,64.0,100.0,8836,Non Vulnerable
ID_34d68201f,ID_34d68201f,0.0,0,5,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,16,0.0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6ddd55b3e,1,2,0,3,.5,11,no,13.5,0,0,0,0,0,0,0,1,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,45,256,2025,9,121,1,2.25,0.25,182.25,2025,Non Vulnerable
ID_839160e1d,ID_839160e1d,0.0,0,5,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,2,0.0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6ddd55b3e,1,2,0,3,.5,11,no,13.5,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,8,4,64,9,121,1,2.25,0.25,182.25,64,Non Vulnerable
ID_340865cda,ID_340865cda,0.0,0,5,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,11,0.0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6ddd55b3e,1,2,0,3,.5,11,no,13.5,0,0,0,0,1,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,48,121,2304,9,121,1,2.25,0.25,182.25,2304,Non Vulnerable
ID_eb1d477b3,ID_eb1d477b3,120000.0,0,5,0,1,1,0,0.0,0,1,1,1,2,3,1,3,4,4,4,2,0.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,652a7ffa0,2,2,0,4,yes,11,no,11.0,0,1,0,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,8,4,64,16,121,4,4.0,1.0,121.0,64,Moderate Poverty
ID_1edc6734e,ID_1edc6734e,120000.0,0,5,0,1,1,0,0.0,0,1,1,1,2,3,1,3,4,4,4,11,0.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,652a7ffa0,2,2,0,4,yes,11,no,11.0,0,0,0,0,1,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,44,121,1936,16,121,4,4.0,1.0,121.0,1936,Moderate Poverty
ID_68cdfd374,ID_68cdfd374,120000.0,0,5,0,1,1,0,0.0,0,1,1,1,2,3,1,3,4,4,4,8,0.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,652a7ffa0,2,2,0,4,yes,11,no,11.0,0,0,0,1,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,14,64,196,16,121,4,4.0,1.0,121.0,196,Moderate Poverty
ID_be0fdb30f,ID_be0fdb30f,120000.0,0,5,0,1,1,0,0.0,0,1,1,1,2,3,1,3,4,4,4,11,0.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,652a7ffa0,2,2,0,4,yes,11,no,11.0,0,0,0,0,1,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,42,121,1764,16,121,4,4.0,1.0,121.0,1764,Moderate Poverty
ID_88d6dc9be,ID_88d6dc9be,168000.0,0,5,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,6,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,b9d64d752,2,2,0,4,yes,no,7,9.0,0,0,1,0,0,0,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,13,36,169,16,0,4,1.7777778999999998,1.0,81.0,169,Non Vulnerable
ID_e2d67d5bb,ID_e2d67d5bb,168000.0,0,5,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,2,1.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,b9d64d752,2,2,0,4,yes,no,7,9.0,0,1,0,0,0,0,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,10,4,100,16,0,4,1.7777778999999998,1.0,81.0,100,Non Vulnerable
ID_39794350a,ID_39794350a,168000.0,0,5,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,7,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b9d64d752,2,2,0,4,yes,no,7,9.0,0,0,0,1,0,0,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,37,49,1369,16,0,4,1.7777778999999998,1.0,81.0,1369,Non Vulnerable
ID_91fc6ef60,ID_91fc6ef60,168000.0,0,5,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,b9d64d752,2,2,0,4,yes,no,7,9.0,0,0,0,0,1,0,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,36,121,1296,16,0,4,1.7777778999999998,1.0,81.0,1296,Non Vulnerable
ID_a0fb0a5c4,ID_a0fb0a5c4,40000.0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,1,1,1,1,7,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,09a26c158,0,1,1,1,8,7,no,7.0,0,0,0,1,0,0,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,71,49,5041,1,49,0,1.0,64.0,49.0,5041,Moderate Poverty
ID_b00eafd98,ID_b00eafd98,155000.0,0,3,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,14,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,e2f9717d3,0,2,0,2,no,no,14,10.0,0,0,0,0,0,0,0,1,0,1,2.0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,30,196,900,4,0,0,4.0,0.0,100.0,900,Non Vulnerable
ID_332252b98,ID_332252b98,155000.0,0,3,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,e2f9717d3,0,2,0,2,no,no,14,10.0,0,0,1,0,0,0,0,0,0,1,2.0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,29,36,841,4,0,0,4.0,0.0,100.0,841,Non Vulnerable
ID_1db0ed392,ID_1db0ed392,0.0,0,6,0,1,1,1,2.0,0,2,2,0,1,1,0,3,3,3,3,14,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65d20b573,0,3,1,3,.5,no,14,13.0,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,55,196,3025,9,0,0,1.0,0.25,169.0,3025,Non Vulnerable
ID_c70e4a951,ID_c70e4a951,0.0,0,6,0,1,1,1,2.0,0,2,2,0,1,1,0,3,3,3,3,11,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65d20b573,0,3,1,3,.5,no,14,13.0,0,0,0,0,1,0,0,0,0,3,1.0,1,0,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,70,121,4900,9,0,0,1.0,0.25,169.0,4900,Non Vulnerable
ID_f1a8c2996,ID_f1a8c2996,0.0,0,6,0,1,1,1,2.0,0,2,2,0,1,1,0,3,3,3,3,14,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,65d20b573,0,3,1,3,.5,no,14,13.0,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,26,196,676,9,0,0,1.0,0.25,169.0,676,Non Vulnerable
ID_6e9d356d7,ID_6e9d356d7,0.0,0,6,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,9,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,d9281c805,0,1,1,1,8,no,9,9.0,0,0,0,1,0,0,0,0,0,3,0.33333334,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,71,81,5041,1,0,0,0.11111112,64.0,81.0,5041,Moderate Poverty
ID_5a72ab074,ID_5a72ab074,200000.0,0,3,0,1,1,0,0.0,1,1,2,1,2,3,2,3,5,5,5,9,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5f7699c70,2,3,0,5,.66666669,9,no,9.0,0,0,0,1,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,1,0,30,81,900,25,81,4,6.25,0.44444448,81.0,900,Non Vulnerable
ID_18e808ee5,ID_18e808ee5,200000.0,0,3,0,1,1,0,0.0,1,1,2,1,2,3,2,3,5,5,5,5,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5f7699c70,2,3,0,5,.66666669,9,no,9.0,0,1,0,0,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,1,0,11,25,121,25,81,4,6.25,0.44444448,81.0,121,Non Vulnerable
ID_bd34e0c6a,ID_bd34e0c6a,200000.0,0,3,0,1,1,0,0.0,1,1,2,1,2,3,2,3,5,5,5,0,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5f7699c70,2,3,0,5,.66666669,9,no,9.0,1,0,0,0,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,1,0,1,0,1,25,81,4,6.25,0.44444448,81.0,1,Non Vulnerable
ID_b8802d92d,ID_b8802d92d,200000.0,0,3,0,1,1,0,0.0,1,1,2,1,2,3,2,3,5,5,5,9,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5f7699c70,2,3,0,5,.66666669,9,no,9.0,0,0,0,1,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,1,0,29,81,841,25,81,4,6.25,0.44444448,81.0,841,Non Vulnerable
ID_5cba5f4d4,ID_5cba5f4d4,200000.0,0,3,0,1,1,0,0.0,1,1,2,1,2,3,2,3,5,5,5,9,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5f7699c70,2,3,0,5,.66666669,9,no,9.0,0,0,0,1,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,1,0,60,81,3600,25,81,4,6.25,0.44444448,81.0,3600,Non Vulnerable
ID_c5bfe390e,ID_c5bfe390e,0.0,0,6,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,0,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a0a822586,1,3,1,4,yes,15,no,14.0,1,0,0,0,0,0,0,0,0,2,2.0,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,7,0,49,16,225,1,4.0,1.0,196.0,49,Non Vulnerable
ID_f70aba49f,ID_f70aba49f,0.0,0,6,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,15,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,a0a822586,1,3,1,4,yes,15,no,14.0,0,0,0,0,0,0,0,1,0,2,2.0,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,40,225,1600,16,225,1,4.0,1.0,196.0,1600,Non Vulnerable
ID_8d1510a53,ID_8d1510a53,0.0,0,6,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,15,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a0a822586,1,3,1,4,yes,15,no,14.0,0,0,0,0,0,0,0,1,0,2,2.0,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,45,225,2025,16,225,1,4.0,1.0,196.0,2025,Non Vulnerable
ID_c52da52d4,ID_c52da52d4,0.0,0,6,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,12,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,a0a822586,1,3,1,4,yes,15,no,14.0,0,0,0,0,0,0,1,0,0,2,2.0,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,74,144,5476,16,225,1,4.0,1.0,196.0,5476,Non Vulnerable
ID_4f75bf2e4,ID_4f75bf2e4,350000.0,0,6,0,1,1,1,3.0,0,1,1,0,2,2,0,3,3,3,3,16,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b2ceb3e5c,1,2,0,3,.5,16,no,16.5,0,0,0,0,0,0,0,1,0,3,1.0,0,1,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,57,256,3249,9,256,1,1.0,0.25,272.25,3249,Non Vulnerable
